TruthStatus	SDQC_Labels
2	[[3, 0]]
2	[[1, 0]]
2	[[3, 0.0], [3, 0.3010299956639812]]
2	[[3, 0.0], [3, 0.7096232469970235]]
2	[[3, 0.0], [3, 0.260998377626034], [3, 0.3619900119880683]]
2	[[3, 0.0], [3, 0.260998377626034], [3, 0.8494535390066685]]
2	[[3, 0.0], [3, 0.280970201735013], [3, 0.9645084307691859]]
2	[[3, 0.0], [3, 0.280970201735013], [3, 0.5141417492056597], [0, 0.5259082158339555], [3, 1.2400220065861922]]
2	[[3, 0.0], [3, 0.280970201735013], [3, 0.5141417492056597], [0, 0.5259082158339555], [3, 0.5518564504891156], [3, 0.5942390406067989], [3, 0.7073098999016945], [3, 0.7199064658375711], [3, 0.8708426604757017], [3, 0.8812895314866741], [3, 1.2940680016043493]]
2	[[3, 0.0], [3, 0.280970201735013], [3, 0.5141417492056597], [0, 0.5259082158339555], [3, 0.5518564504891156], [3, 0.5942390406067989], [3, 0.7073098999016945], [3, 0.7199064658375711], [3, 0.8708426604757017], [3, 0.8812895314866741], [3, 1.366303600645957], [3, 1.3665422810123893]]
2	[[3, 0.0], [3, 0.23503720319785218], [3, 0.49116707385256925]]
2	[[1, 0.0], [3, 0.22473443785384456]]
2	[[1, 0.0], [3, 0.08258592393778823], [3, 1.225165642074511]]
2	[[3, 0]]
2	[[1, 0.0], [3, 0.019000832655111804], [3, 0.4134860366476516], [3, 0.6632296345328678], [3, 0.6641978448474425]]
2	[[3, 0]]
2	[[3, 0.0], [3, 1.2307752292545193]]
2	[[0, 0.0], [1, 0.8650052152360627]]
2	[[0, 0.0], [3, 0.12656429489503732]]
2	[[0, 0.0], [3, 1.0633125049755192]]
2	[[0, 0.0], [3, 0.44234909523108623]]
2	[[0, 0.0], [3, 0.1502446018730702]]
2	[[0, 0.0], [3, 0.43902550831012227], [3, 0.6427666954844544]]
2	[[0, 0.0], [3, 0.2787536009528289], [3, 0.6747846198175355]]
2	[[0, 0.0], [3, 0.2498774732165999]]
2	[[0, 0.0], [3, 0.12267087515247786], [2, 0.5446880223026774], [2, 0.7491133630707483]]
2	[[0, 0.0], [3, 0.12267087515247786], [3, 0.4912838563070631], [3, 0.6424919994083113]]
2	[[0, 0.0], [3, 0.12267087515247786], [2, 0.5446880223026774], [3, 0.5712881762406705], [3, 0.5906003691609117]]
2	[[0, 0.0], [3, 0.12267087515247786], [3, 0.4912838563070631], [1, 0.7560018238014189], [0, 0.8800191993724461], [2, 1.1794959369458446], [3, 1.2325796766496107]]
2	[[1, 0]]
2	[[3, 0]]
2	[[0, 0.0], [3, 0.34209354516272167], [0, 1.1828899665696684]]
2	[[0, 0.0], [0, 0.04270673905605628], [3, 0.3605197838286247]]
2	[[0, 0.0], [0, 0.04270673905605628], [3, 0.15330662030536144], [3, 0.1856365769619116]]
2	[[3, 0]]
2	[[1, 0]]
2	[[3, 0]]
2	[[3, 0]]
2	[[1, 0]]
2	[[1, 0.0], [1, 0.45657688640400257], [1, 1.166504118185611]]
2	[[1, 0.0], [3, 0.4640587818804206], [3, 0.7169071826330438], [1, 0.7429868333203926]]
2	[[1, 0.0], [1, 0.45657688640400257], [1, 1.1959227035215718], [3, 1.308973261721257], [3, 1.5986081450212362]]
2	[[1, 0.0], [1, 0.3575113516164294], [3, 0.45716673154188314], [3, 0.49558287812258445], [3, 1.265060341271314]]
2	[[1, 0.0], [3, 0.4640587818804206], [3, 0.7169071826330438], [1, 0.7751045484524939], [3, 1.1543817014863222]]
2	[[1, 0.0], [1, 0.3575113516164294], [1, 0.7678358518877294], [1, 1.1967133838456032], [3, 1.215160038180809], [3, 1.2532706801547648]]
2	[[1, 0.0], [1, 0.3575113516164294], [3, 0.45716673154188314], [3, 0.49558287812258445], [1, 1.193410631203528], [1, 1.1949920034565453]]
2	[[1, 0.0], [1, 0.3575113516164294], [1, 0.7678358518877294], [3, 0.7820543725864155], [3, 0.792216535439859], [3, 0.8449946242542961], [1, 0.8569301856272294]]
2	[[1, 0]]
2	[[1, 0.0], [3, 0.33260675849624405]]
2	[[1, 0.0], [3, 0.609179242054877]]
2	[[1, 0.0], [3, 0.2995799292687484], [3, 0.36849349503062495], [3, 0.39294108980097775], [3, 1.1474272504591643]]
2	[[1, 0.0], [3, 0.2995799292687484], [3, 0.5784163397331074], [3, 0.6076932538744565], [3, 1.1453863446616674]]
2	[[1, 0.0], [0, 0.9086488164942423], [3, 0.9211081871399643], [0, 0.9581124198130817], [1, 1.430907783745154]]
2	[[1, 0.0], [3, 0.2995799292687484], [3, 0.36849349503062495], [3, 1.2675888680503105], [3, 1.2704588517473996], [3, 1.4166959692478005]]
2	[[1, 0.0], [3, 0.2995799292687484], [3, 0.5784163397331074], [3, 0.6076932538744565], [3, 0.6198177102887983], [3, 1.6410580153305236]]
2	[[1, 0.0], [0, 0.9086488164942423], [3, 0.9211081871399643], [0, 0.9581124198130817], [1, 0.9699204321609323], [0, 0.9965116721541787], [3, 1.2566576235323292]]
2	[[1, 0.0], [3, 0.2995799292687484], [3, 0.5784163397331074], [3, 0.6076932538744565], [3, 0.6198177102887983], [3, 0.8331471119127851], [3, 0.8495900130377714], [3, 0.8564435623135537]]
2	[[1, 0.0], [0, 0.9086488164942423], [3, 0.9211081871399643], [0, 0.9581124198130817], [1, 0.9699204321609323], [0, 0.9965116721541787], [1, 1.0164761942808644], [0, 1.0380679475453898], [3, 1.2579517558718638]]
2	[[1, 0.0], [0, 0.9086488164942423], [3, 0.9211081871399643], [0, 0.9581124198130817], [1, 0.9699204321609323], [0, 0.9965116721541787], [1, 1.0164761942808644], [0, 1.0380679475453898], [3, 1.0387415549473278], [3, 1.0463108633248814]]
2	[[1, 0.0], [0, 0.9086488164942423], [3, 0.9211081871399643], [0, 0.9581124198130817], [1, 0.9699204321609323], [0, 0.9965116721541787], [1, 1.0164761942808644], [0, 1.0380679475453898], [3, 1.2133332570224593], [3, 1.2581848232872663], [3, 1.3042989976791362]]
2	[[1, 0]]
2	[[3, 0]]
2	[[0, 0.0], [3, 1.0374486326712369]]
2	[[0, 0.0], [1, 1.1901760091627438]]
2	[[0, 0.0], [3, 0.4493498145877867], [0, 0.6579583660102546], [3, 0.7874801539022417]]
2	[[0, 0.0], [3, 0.4493498145877867], [0, 0.6579583660102546], [1, 1.1797432368292546]]
2	[[0, 0.0], [3, 0.4493498145877867], [0, 0.6579583660102546], [1, 1.2169938069584507]]
2	[[0, 0.0], [3, 0.4493498145877867], [0, 0.6579583660102546], [0, 0.6787712139322193], [1, 1.2295894173021475]]
2	[[3, 0]]
2	[[1, 0.0], [3, 0.3041552946561838]]
2	[[1, 0.0], [3, 0.5366636368270773], [3, 1.1301907673472198]]
2	[[1, 0.0], [3, 0.46969931658989006], [3, 0.5080057059156725]]
2	[[1, 0.0], [3, 0.46969931658989006], [3, 1.0986917858494087]]
2	[[1, 0.0], [3, 0.46969931658989006], [3, 1.2686624618118725], [3, 1.409468162529577]]
2	[[1, 0.0], [3, 0.5366636368270773], [3, 0.6605756409355698], [3, 0.8487363458959369], [3, 0.8641978383701927], [3, 1.037592480928275], [3, 1.070417579897547], [3, 1.0927303891108113]]
2	[[1, 0.0], [3, 0.5366636368270773], [3, 0.6605756409355698], [3, 1.227336707005458], [3, 1.3765516123346173], [3, 1.6639703786086781], [3, 1.6737630504387595], [3, 1.7877083696100173]]
2	[[3, 0]]
2	[[3, 0.0], [3, 1.0513669359209556]]
2	[[3, 0.0], [3, 0.44408818848262294], [3, 0.5342729544549144]]
2	[[0, 0.0], [3, 1.073871029019484], [3, 1.2158210872762927], [3, 1.2189364720916513], [0, 1.2222900580458322], [3, 1.242223845482109], [0, 1.2462728400086305], [1, 1.2480482322594897], [0, 1.2561897201789787], [3, 1.2599122766142152], [3, 1.2862193719706418]]
2	[[3, 0.0], [1, 0.2325019922773611]]
2	[[1, 0.0], [3, 0.6955546365041285], [3, 0.717069211222442]]
2	[[1, 0.0], [3, 0.6955546365041285], [3, 1.0054665148071051]]
2	[[1, 0.0], [3, 0.22322184255750263], [1, 0.9637222586156197], [1, 1.1092128252138032]]
2	[[0, 0.0], [3, 0.015056891986552379], [3, 0.12002523311403293], [3, 0.14118838640376968]]
2	[[3, 0.0], [3, 0.0038433390817602608], [3, 0.12502920520187846]]
2	[[3, 0.0], [3, 0.0038433390817602608], [3, 0.20862048388260124], [3, 0.21144686657829256]]
2	[[3, 0.0], [3, 0.0038433390817602608], [3, 0.22902733424347976], [3, 0.24427712080184286], [3, 0.31357431249947937]]
2	[[3, 0.0], [3, 0.0038433390817602608], [3, 0.22902733424347976], [3, 0.24427712080184286], [3, 0.29477230446159963], [3, 0.2969088337360298], [3, 0.326563418954342]]
2	[[0, 0.0], [3, 0.022680341935503254], [0, 0.08517160973681231], [3, 0.09748868662052478], [3, 0.19351108452565052], [3, 0.20078971935164536]]
2	[[3, 0.0], [1, 0.014940349792936524]]
2	[[0, 0.0], [3, 0.008126826230696245], [0, 0.051259742416300984], [3, 0.06972974706173157]]
2	[[0, 0.0], [1, 0.014240439114610285], [0, 0.06560046012394319], [1, 0.3571404540921085], [0, 0.43981497537000075], [1, 0.482277925194291], [0, 0.5389017323545315], [1, 0.5443092520665028]]
2	[[0, 0.0], [3, 0.1245766736595238]]
2	[[0, 0.0], [1, 0.31666912997115626], [3, 0.3418739827303892], [3, 0.372502870125997], [3, 0.6376286904076595]]
2	[[3, 0.0], [3, 0.13486743336431664]]
2	[[0, 0.0], [3, 0.7188936410183365]]
2	[[0, 0.0], [3, 1.2878266028996153]]
2	[[0, 0.0], [3, 0.3632462582015608], [3, 1.1145646540513183]]
2	[[0, 0.0], [3, 0.9034517483472249], [3, 1.1513443087717625]]
2	[[0, 0.0], [1, 0.6922837430878168], [0, 0.7017358376032683], [3, 0.7213525469474213]]
2	[[0, 0.0], [3, 0.3794566029780244], [3, 0.41622431709856844], [3, 1.743940709628788]]
2	[[0, 0.0], [3, 0.3794566029780244], [3, 0.5498203732393669], [3, 0.5658478186735176]]
2	[[0, 0.0], [3, 0.3632462582015608], [3, 0.42238006438965725], [3, 0.43792664005041115], [3, 0.8121889286485233]]
2	[[0, 0.0], [3, 0.3632462582015608], [3, 0.42238006438965725], [3, 0.43792664005041115], [3, 1.2276939275970127]]
2	[[0, 0.0], [1, 0.6411985953759712], [0, 0.6583559381126312], [3, 0.6659716490292755], [0, 0.6921121965814349]]
2	[[0, 0.0], [3, 0.30313603468776895], [0, 0.35464190498269166], [3, 0.3634030337818338], [3, 0.4069184857557012], [3, 0.5909408587760813]]
2	[[0, 0.0], [3, 0.946875108650773], [3, 1.1165339534041099], [3, 1.1735180967520078], [3, 1.1803648530393975], [3, 1.2014805761082012], [3, 1.2162905552190075]]
2	[[0, 0.0], [3, 0.40168767763954305], [3, 0.5066177629653761], [3, 0.5177821882609566], [0, 0.5534784672462887], [3, 0.5800057664885259], [0, 0.6520851030278668], [3, 0.7390006438698643]]
2	[[0, 0.0], [3, 0.5290594429188422], [3, 0.6811909689014408], [3, 0.7540083791520528], [3, 0.7548365575217048], [3, 0.8902501987353886], [3, 0.944153536490684], [3, 1.0582150687614489], [3, 1.1068988400438269], [3, 1.4218186448327215]]
2	[[0, 0.0], [3, 0.5290594429188422], [3, 0.6811909689014408], [3, 0.7540083791520528], [3, 0.7548365575217048], [3, 0.8902501987353886], [3, 0.944153536490684], [3, 1.2242812121675504], [3, 1.2294045082414582], [3, 1.2348826974862035], [3, 1.237397105493546]]
2	[[0, 0.0], [3, 0.40168767763954305], [3, 0.5066177629653761], [3, 0.5177821882609566], [3, 0.558241766438577], [3, 0.5883028379474572], [3, 0.5963221386803318], [3, 0.5990335366977746], [3, 0.6012751397534418], [3, 0.6117233080073418], [3, 0.6364878963533654]]
2	[[3, 0.0], [3, 0.7735629849907203]]
2	[[3, 0.0], [3, 0.9844773053430576], [3, 1.1141938345680742]]
2	[[1, 0.0], [0, 0.8667630625628076], [1, 0.9810001693039954], [0, 1.0872488677956578]]
2	[[1, 0.0], [3, 0.21894375897294913], [3, 0.2450325949072593], [3, 0.26020393627906974]]
2	[[1, 0.0], [0, 0.39171903237381633], [1, 0.6580644208293172], [3, 0.9003519538811616], [3, 0.9768337875113516]]
2	[[1, 0.0], [0, 0.39171903237381633], [1, 0.6580644208293172], [3, 0.6687481953707615], [3, 0.8845593728102593], [3, 0.9005795198559612]]
2	[[1, 0.0], [0, 0.39171903237381633], [1, 0.6580644208293172], [3, 0.6687481953707615], [3, 0.8845593728102593], [0, 0.9030296641247165], [1, 0.9721128011688522]]
2	[[3, 0.0], [3, 0.06993518437961312], [3, 0.27665324983731115], [3, 0.41525165267877384], [3, 0.47728207474812606], [3, 0.4901146162167027], [3, 0.513587495739651], [3, 0.5510092447233864], [3, 0.5925160138347311], [3, 0.6525149380073102], [3, 0.7357319352274491], [3, 0.7412172766563568], [3, 0.8505951867572771], [3, 0.8557882769665146], [3, 0.8687586942020552], [3, 0.8940082052377176], [3, 0.8959287436385363], [3, 0.8974438060031026], [3, 0.9652017010259121]]
2	[[3, 0.0], [3, 0.06993518437961312], [3, 0.27665324983731115], [3, 0.41525165267877384], [3, 0.47728207474812606], [3, 0.4901146162167027], [3, 0.513587495739651], [3, 0.5510092447233864], [3, 0.5925160138347311], [3, 0.6525149380073102], [3, 0.7357319352274491], [3, 0.7412172766563568], [3, 0.8505951867572771], [3, 0.8557882769665146], [3, 0.8687586942020552], [3, 0.8940082052377176], [3, 0.8959287436385363], [3, 0.8974438060031026], [3, 1.0742779099316935]]
2	[[0, 0.0], [3, 1.0596054864325064], [3, 1.0760434195789235]]
2	[[0, 0]]
2	[[0, 0.0], [3, 0.05658726852019745], [3, 0.1324731545055576], [3, 0.3143354624435184], [3, 0.3461355554313777]]
2	[[0, 0.0], [3, 0.05658726852019745], [3, 0.1324731545055576], [3, 0.3143354624435184], [3, 0.4618568727736229]]
2	[[3, 0.0], [2, 1.178673250434723], [3, 1.1904562092038], [1, 1.2275796489727129], [3, 1.368307550338689]]
2	[[0, 0.0], [0, 0.05286487353473254], [3, 0.10607751924896029]]
2	[[0, 0.0], [0, 0.05286487353473254], [3, 0.09989156141189855], [3, 0.9513914918876298], [3, 1.0278137851304505]]
2	[[0, 0.0], [3, 0.07065345066816016], [3, 0.6577461786446542], [3, 1.394510049817891]]
2	[[0, 0.0], [1, 1.307971196037092], [3, 1.3141657830188542], [3, 1.3166283984071687]]
2	[[0, 0.0], [3, 1.2886093731448534], [0, 1.3087066652762032]]
2	[[0, 0.0], [3, 0.38852549557592897], [3, 0.4207806195485654], [3, 1.4603423052977793]]
2	[[2, 0.0], [3, 0.7699718990463907]]
2	[[1, 0.0], [3, 0.12493873660829993]]
2	[[1, 0.0], [3, 0.1835861543172559], [3, 0.19327923409827205], [3, 0.2598724896615144]]
2	[[1, 0.0], [3, 0.1835861543172559], [3, 0.19327923409827205], [3, 0.5163884542455813]]
2	[[1, 0.0], [3, 0.1835861543172559], [3, 0.19327923409827205], [3, 0.9986709575659526], [3, 1.1482597997461275]]
2	[[3, 0.0], [3, 0.4834287953314037]]
2	[[3, 0.0], [3, 0.48481372720219773]]
2	[[3, 0.0], [3, 0.8647252749001957]]
2	[[3, 0.0], [3, 0.5213923651192989]]
2	[[3, 0.0], [3, 0.34575481004117936], [3, 0.8797805978746928]]
2	[[0, 0.0], [3, 0.35538765798657385], [3, 0.3822172244092047]]
2	[[3, 0]]
2	[[3, 0.0], [3, 1.3717295799810953]]
2	[[3, 0.0], [3, 0.8565610730455406], [3, 0.8778510702993135]]
2	[[3, 0.0], [3, 0.8565610730455406], [3, 1.0651645985795586]]
2	[[3, 0.0], [3, 0.8565610730455406], [0, 1.0320364464666665]]
2	[[3, 0.0], [3, 0.8565610730455406], [3, 1.1545845677888038]]
2	[[3, 0.0], [3, 0.8565610730455406], [3, 1.4429803215031014]]
2	[[3, 0.0], [3, 0.8565610730455406], [0, 1.158538385948629], [3, 1.335753125028392]]
2	[[3, 0.0], [3, 0.8565610730455406], [3, 0.9768465120387372], [3, 1.2624774577509532], [3, 1.2645292465211673]]
2	[[0, 0.0], [3, 0.09059112340045795]]
2	[[2, 0.0], [3, 0.7751045484524939], [3, 1.1571544399062814], [3, 1.2183677183235195]]
2	[[3, 0]]
2	[[3, 0.0], [3, 0.9130039446638807]]
2	[[3, 0.0], [1, 0.16854658686209828], [3, 0.5435162088479432]]
2	[[3, 0.0], [1, 0.16854658686209828], [0, 0.9252691069415995]]
2	[[3, 0.0], [1, 0.16854658686209828], [3, 0.3268476989159903]]
2	[[0, 0.0], [3, 1.1327487248996937], [3, 1.1899968977786228]]
2	[[0, 0.0], [3, 1.1327487248996937], [3, 1.1532049000842843], [3, 1.154854908868222], [3, 1.4121430875146215]]
2	[[3, 0]]
2	[[2, 0.0], [3, 1.0200734073061342]]
2	[[0, 0.0], [3, 1.1070591467667195]]
2	[[2, 0]]
2	[[3, 0]]
2	[[3, 0]]
2	[[0, 0]]
2	[[0, 0]]
2	[[1, 0]]
0	[[3, 0.0], [3, 0.17881713331458474], [3, 1.1185310939924036]]
0	[[3, 0]]
0	[[2, 0.0], [3, 0.252381008361682]]
0	[[2, 0]]
2	[[0, 0.0], [0, 1.14713505089171]]
2	[[3, 0.0], [3, 0.5267699115172481]]
2	[[3, 0.0], [3, 0.35872778949187356], [3, 0.4982722545275356]]
2	[[3, 0.0], [3, 1.087308072278321]]
2	[[0, 0]]
2	[[1, 0.0], [0, 0.15347610108093798]]
2	[[1, 0.0], [0, 1.0213616039648399], [1, 1.1978240434608896]]
2	[[0, 0]]
2	[[3, 0.0], [3, 0.9767447053791675], [3, 1.107398424622361]]
2	[[0, 0.0], [3, 0.8125977288927191], [3, 1.1598010531087526]]
2	[[0, 0.0], [3, 1.2514354212468135], [3, 1.269953760220915]]
2	[[2, 0.0], [3, 0.7833873891991899]]
2	[[2, 0.0], [3, 0.7854682492616404]]
2	[[2, 0.0], [3, 0.10899699873260979], [3, 0.8386392359460721]]
2	[[3, 0]]
2	[[2, 0]]
2	[[0, 0.0], [3, 1.2473184686774121], [3, 1.2491847642368559]]
2	[[0, 0.0], [3, 0.8015370957706939], [3, 0.9507839075232264]]
2	[[0, 0.0], [3, 0.8015370957706939], [3, 1.1256890556234034]]
2	[[0, 0.0], [3, 0.8015370957706939], [3, 1.0092501806322804]]
2	[[0, 0.0], [0, 0.986510482045646], [3, 1.0770043267933502], [3, 1.2128531899471116]]
2	[[0, 0.0], [3, 0.8015370957706939], [3, 0.9550593938908972], [3, 1.0542405573371196], [3, 1.0661394928706995]]
2	[[0, 0]]
2	[[3, 0.0], [0, 0.463768602766554]]
2	[[3, 0.0], [0, 0.7075938298373231]]
2	[[3, 0.0], [0, 0.9743581504051994]]
2	[[3, 0.0], [0, 0.7624910040260096]]
2	[[3, 0.0], [3, 0.6308796768674907], [3, 0.6487122918017165], [3, 0.6865866214220674]]
2	[[3, 0.0], [3, 0.6308796768674907], [3, 0.6487122918017165], [3, 0.695651897460115]]
2	[[0, 0.0], [3, 0.5773321972916404]]
2	[[0, 0.0], [3, 0.8594718824418199], [3, 1.141458483591539], [3, 1.146093566494371]]
2	[[0, 0.0], [0, 0.4638929889859073]]
2	[[0, 0.0], [0, 0.3861024400888195], [3, 0.6726109052274009]]
2	[[3, 0.0], [3, 0.145006384460788]]
2	[[3, 0.0], [0, 0.47121019168152356]]
2	[[3, 0.0], [3, 0.364655205188162], [3, 0.45733511168624424], [3, 0.4578818967339923]]
2	[[3, 0.0], [3, 0.318237296303723], [3, 1.0928765292808564], [3, 1.512928862579883]]
2	[[3, 0.0], [3, 0.318237296303723], [3, 1.0928765292808564], [3, 1.216349203045015], [3, 1.5132324019452739]]
2	[[1, 0.0], [3, 0.39673195648306947], [3, 0.7700538452670977]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.4568719091115799], [3, 0.5309818906864742], [3, 0.6828968412870142]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.4568719091115799], [3, 0.5309818906864742], [3, 0.6874794153265077]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.4568719091115799], [3, 0.5309818906864742], [3, 0.5403990008427156]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.18861604167406582], [3, 0.5150270860930554], [3, 0.6503614962236487], [3, 0.6966475684169875]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.18861604167406582], [3, 0.5150270860930554], [3, 0.6503614962236487], [3, 0.6973020097860567]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.18861604167406582], [3, 0.5150270860930554], [3, 0.8684974938893117], [3, 1.064343576664714]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.18861604167406582], [3, 0.5150270860930554], [3, 0.5560343349780301], [3, 0.8664842533845094], [3, 0.8766026828692866]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.18861604167406582], [3, 0.5150270860930554], [3, 0.7116900895982953], [3, 1.0651230651331631], [3, 1.0938495423730474], [3, 1.2189947637189258]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.18861604167406582], [3, 0.5150270860930554], [3, 0.6814171312289664], [3, 0.6941175015416068], [3, 0.7429214225992955], [3, 1.050895086469539], [3, 1.1583038449763674]]
0	[[3, 0.0], [3, 0.15516728110704053], [3, 0.4568719091115799], [3, 0.5371892262436446], [3, 0.5467482466686697], [3, 0.5595076406424987], [3, 0.608585456780667], [3, 1.0532919084579329], [3, 1.1635257854870475], [3, 1.401859868674074], [3, 1.4305811506447652]]
0	[[3, 0.0], [3, 2.1760019782357802]]
0	[[3, 0.0], [3, 0.43735412784817473], [0, 0.4485775064733471]]
0	[[3, 0.0], [3, 0.43735412784817473], [0, 0.5402947075906067]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.5275583000992857]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.5223717725931788]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.6821450763738318]]
0	[[3, 0.0], [3, 0.6696783838123046], [3, 0.7888554995021505], [3, 0.902154039677144]]
0	[[3, 0.0], [3, 0.6696783838123046], [3, 0.7888554995021505], [3, 0.7955517597114653], [3, 1.008529202813005]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.7984204336816472], [3, 0.905496056757822], [3, 1.0143338257361727]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.4556906138919697], [3, 0.5362777999240238], [3, 0.718155554727725], [3, 0.7832880515007529]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.7984204336816472], [3, 0.905496056757822], [3, 1.0058951654244697], [3, 1.2656693168747555], [3, 1.2663558452363175], [3, 1.289161433276599]]
0	[[3, 0.0], [3, 0.43735412784817473], [3, 0.4556906138919697], [3, 0.9167024634999836], [3, 0.935661184128408]]
0	[[3, 0.0], [3, 0.7576279617661752]]
0	[[3, 0.0], [3, 0.41834733367143484], [3, 0.5315853487256461]]
0	[[3, 0.0], [3, 0.41834733367143484], [3, 0.5408853718036084]]
0	[[2, 0.0], [3, 0.27209957772430576]]
0	[[2, 0.0], [3, 0.6760327763183672]]
0	[[2, 0.0], [3, 0.4796872561691392]]
0	[[2, 0.0], [3, 0.23608918873096663], [3, 0.4064928690899459]]
0	[[2, 0.0], [3, 0.23608918873096663], [3, 0.24047991093402052]]
0	[[2, 0.0], [3, 0.23608918873096663], [3, 0.5279161859719516]]
0	[[2, 0.0], [3, 0.11598012402163325], [3, 0.6409504822301026]]
0	[[2, 0.0], [3, 0.23608918873096663], [3, 0.3983740861513562], [3, 0.7005114238136054]]
0	[[2, 0.0], [3, 0.024394438945149442], [3, 0.31620339857863766], [3, 0.3518606992882606], [3, 0.4966221829404413], [3, 0.5142525150677445]]
0	[[2, 0.0], [3, 0.11598012402163325], [0, 0.6929692523058136], [3, 0.7299967501755417], [3, 0.8188488008029918], [3, 0.8355672749420741], [3, 0.9202682989134618], [3, 0.9304112752151983], [3, 0.9502972272746764], [3, 0.9550593938908972], [3, 0.9646262339416597], [3, 0.9740765150643974]]
0	[[2, 0.0], [3, 0.20802310485869668], [3, 0.3292283324208049]]
0	[[3, 0]]
0	[[0, 0]]
2	[[3, 0.0], [3, 0.7386484536979807], [3, 0.7691721120280433]]
2	[[3, 0.0], [3, 0.48207919070040844], [3, 0.8518356648452479]]
2	[[3, 0.0], [3, 0.48207919070040844], [3, 0.5098742850047192], [3, 0.5933168407658663], [3, 0.6166796887385817]]
2	[[3, 0.0], [3, 0.48207919070040844], [3, 0.5192809544265257], [3, 0.5712881762406705], [3, 0.6076932538744565]]
2	[[3, 0.0], [3, 0.48207919070040844], [3, 0.5098742850047192], [3, 0.5933168407658663], [3, 0.599367480952524], [3, 0.6815929538723164], [3, 0.6966718245806345]]
2	[[3, 0.0], [3, 0.48207919070040844], [3, 0.5098742850047192], [3, 0.5933168407658663], [3, 0.599367480952524], [3, 0.6815929538723164], [3, 0.8153563389481217]]
